Angle,Intensity
30.37163357,1158
30.38476386,1120
30.39789414,1119
30.41102442,1131
30.4241547,1107
30.43728499,1141
30.45041527,1120
30.46354555,1121
30.47667583,1142
30.48980612,1112
30.5029364,1160
30.51606668,1159
30.52919697,1125
30.54232725,1149
30.55545753,1099
30.56858781,1086
30.5817181,1055
30.59484838,1051
30.60797866,1133
30.62110894,1111
30.63423923,1135
30.64736951,1096
30.66049979,1131
30.67363007,1076
30.68676036,1181
30.69989064,1052
30.71302092,1135
30.72615121,1107
30.73928149,1131
30.75241177,1144
30.76554205,1105
30.77867234,1097
30.79180262,1050
30.8049329,1118
30.81806318,1117
30.83119347,1081
30.84432375,1088
30.85745403,1114
30.87058431,1131
30.8837146,1105
30.89684488,1073
30.90997516,1097
30.92310545,1078
30.93623573,1126
30.94936601,1083
30.96249629,1083
30.97562658,1077
30.98875686,1025
31.00188714,1091
31.01501742,1074
31.02814771,1097
31.04127799,1167
31.05440827,1125
31.06753855,1096
31.08066884,1126
31.09379912,1099
31.1069294,1149
31.12005969,1030
31.13318997,1127
31.14632025,1140
31.15945053,1098
31.17258082,1104
31.1857111,1100
31.19884138,1043
31.21197166,1088
31.22510195,1082
31.23823223,1081
31.25136251,1072
31.2644928,1077
31.27762308,1124
31.29075336,1108
31.30388364,1147
31.31701393,1110
31.33014421,1069
31.34327449,1055
31.35640477,1051
31.36953506,1107
31.38266534,1112
31.39579562,1077
31.4089259,1078
31.42205619,1068
31.43518647,1055
31.44831675,1115
31.46144704,1066
31.47457732,1080
31.4877076,1110
31.50083788,1058
31.51396817,1032
31.52709845,1100
31.54022873,1133
31.55335901,1164
31.5664893,1089
31.57961958,1100
31.59274986,1086
31.60588014,1066
31.61901043,1151
31.63214071,1116
31.64527099,1143
31.65840128,1051
31.67153156,1128
31.68466184,1104
31.69779212,1084
31.71092241,1086
31.72405269,1083
31.73718297,1059
31.75031325,1061
31.76344354,1040
31.77657382,1064
31.7897041,1089
31.80283438,1057
31.81596467,1062
31.82909495,998
31.84222523,1107
31.85535552,1068
31.8684858,1003
31.88161608,1092
31.89474636,1119
31.90787665,1129
31.92100693,1040
31.93413721,1090
31.94726749,1073
31.96039778,1114
31.97352806,1066
31.98665834,1092
31.99978862,1097
32.01291891,1102
32.02604919,1051
32.03917947,1000
32.05230976,1060
32.06544004,1089
32.07857032,1080
32.0917006,1088
32.10483089,1088
32.11796117,1096
32.13109145,1050
32.14422173,1048
32.15735202,1033
32.1704823,1076
32.18361258,1060
32.19674287,966
32.20987315,1015
32.22300343,1083
32.23613371,1119
32.249264,1118
32.26239428,1065
32.27552456,1074
32.28865484,1030
32.30178513,1106
32.31491541,1085
32.32804569,1139
32.34117597,1074
32.35430626,1026
32.36743654,1110
32.38056682,1018
32.39369711,1109
32.40682739,990
32.41995767,1024
32.43308795,1067
32.44621824,1053
32.45934852,1040
32.4724788,1002
32.48560908,1043
32.49873937,1050
32.51186965,1068
32.52499993,991
32.53813021,1022
32.5512605,1028
32.56439078,1058
32.57752106,1000
32.59065135,1003
32.60378163,1056
32.61691191,990
32.63004219,1012
32.64317248,1023
32.65630276,999
32.66943304,1079
32.68256332,1067
32.69569361,1055
32.70882389,1064
32.72195417,1148
32.73508445,992
32.74821474,1087
32.76134502,1037
32.7744753,1075
32.78760559,998
32.80073587,1039
32.81386615,1060
32.82699643,1037
32.84012672,1009
32.853257,979
32.86638728,1034
32.87951756,999
32.89264785,1035
32.90577813,1084
32.91890841,1059
32.9320387,972
32.94516898,1034
32.95829926,1034
32.97142954,1024
32.98455983,1013
32.99769011,1023
33.01082039,1023
33.02395067,1047
33.03708096,1057
33.05021124,1016
33.06334152,995
33.0764718,1079
33.08960209,1002
33.10273237,1043
33.11586265,1004
33.12899294,1032
33.14212322,1023
33.1552535,1042
33.16838378,977
33.18151407,1025
33.19464435,996
33.20777463,984
33.22090491,1017
33.2340352,960
33.24716548,946
33.26029576,1045
33.27342604,1038
33.28655633,1045
33.29968661,1011
33.31281689,1030
33.32594718,972
33.33907746,1010
33.35220774,1003
33.36533802,985
33.37846831,1051
33.39159859,993
33.40472887,1070
33.41785915,1035
33.43098944,1026
33.44411972,1046
33.45725,1034
33.47038028,991
33.48351057,992
33.49664085,1047
33.50977113,990
33.52290142,982
33.5360317,932
33.54916198,951
33.56229226,1036
33.57542255,952
33.58855283,1001
33.60168311,1047
33.61481339,1010
33.62794368,965
33.64107396,997
33.65420424,1008
33.66733452,963
33.68046481,956
33.69359509,1009
33.70672537,943
33.71985566,992
33.73298594,992
33.74611622,1008
33.7592465,1004
33.77237679,996
33.78550707,990
33.79863735,953
33.81176763,1013
33.82489792,982
33.8380282,972
33.85115848,995
33.86428877,997
33.87741905,987
33.89054933,1000
33.90367961,995
33.9168099,960
33.92994018,1005
33.94307046,976
33.95620074,1010
33.96933103,977
33.98246131,956
33.99559159,980
34.00872187,973
34.02185216,1012
34.03498244,995
34.04811272,1023
34.06124301,928
34.07437329,889
34.08750357,1017
34.10063385,938
34.11376414,985
34.12689442,957
34.1400247,950
34.15315498,933
34.16628527,1011
34.17941555,973
34.19254583,952
34.20567611,1029
34.2188064,998
34.23193668,966
34.24506696,911
34.25819725,981
34.27132753,992
34.28445781,990
34.29758809,963
34.31071838,977
34.32384866,944
34.33697894,913
34.35010922,973
34.36323951,963
34.37636979,927
34.38950007,988
34.40263035,966
34.41576064,983
34.42889092,943
34.4420212,950
34.45515149,923
34.46828177,943
34.48141205,1007
34.49454233,936
34.50767262,919
34.5208029,988
34.53393318,963
34.54706346,928
34.56019375,1017
34.57332403,995
34.58645431,943
34.5995846,946
34.61271488,957
34.62584516,970
34.63897544,922
34.65210573,961
34.66523601,958
34.67836629,999
34.69149657,937
34.70462686,924
34.71775714,951
34.73088742,923
34.7440177,961
34.75714799,1017
34.77027827,958
34.78340855,1001
34.79653884,969
34.80966912,948
34.8227994,940
34.83592968,926
34.84905997,905
34.86219025,993
34.87532053,966
34.88845081,947
34.9015811,965
34.91471138,951
34.92784166,924
34.94097194,932
34.95410223,915
34.96723251,964
34.98036279,933
34.99349308,918
35.00662336,941
35.01975364,947
35.03288392,909
35.04601421,889
35.05914449,967
35.07227477,926
35.08540505,906
35.09853534,882
35.11166562,963
35.1247959,895
35.13792618,984
35.15105647,962
35.16418675,922
35.17731703,904
35.19044732,1008
35.2035776,887
35.21670788,919
35.22983816,895
35.24296845,1026
35.25609873,944
35.26922901,889
35.28235929,925
35.29548958,927
35.30861986,957
35.32175014,925
35.33488042,861
35.34801071,948
35.36114099,908
35.37427127,911
35.38740156,920
35.40053184,886
35.41366212,910
35.4267924,847
35.43992269,905
35.45305297,951
35.46618325,891
35.47931353,924
35.49244382,942
35.5055741,920
35.51870438,918
35.53183467,908
35.54496495,1003
35.55809523,883
35.57122551,888
35.5843558,918
35.59748608,895
35.61061636,900
35.62374664,899
35.63687693,891
35.65000721,903
35.66313749,919
35.67626777,953
35.68939806,895
35.70252834,883
35.71565862,900
35.72878891,976
35.74191919,888
35.75504947,933
35.76817975,929
35.78131004,925
35.79444032,872
35.8075706,900
35.82070088,862
35.83383117,907
35.84696145,909
35.86009173,910
35.87322201,925
35.8863523,929
35.89948258,854
35.91261286,931
35.92574315,968
35.93887343,951
35.95200371,887
35.96513399,879
35.97826428,892
35.99139456,867
36.00452484,859
36.01765512,883
36.03078541,911
36.04391569,881
36.05704597,916
36.07017625,914
36.08330654,902
36.09643682,834
36.1095671,889
36.12269739,857
36.13582767,855
36.14895795,893
36.16208823,901
36.17521852,884
36.1883488,866
36.20147908,912
36.21460936,893
36.22773965,906
36.24086993,874
36.25400021,859
36.2671305,828
36.28026078,922
36.29339106,889
36.30652134,930
36.31965163,893
36.33278191,882
36.34591219,840
36.35904247,879
36.37217276,840
36.38530304,855
36.39843332,837
36.4115636,896
36.42469389,881
36.43782417,897
36.45095445,851
36.46408474,809
36.47721502,923
36.4903453,851
36.50347558,871
36.51660587,843
36.52973615,861
36.54286643,884
36.55599671,858
36.569127,872
36.58225728,871
36.59538756,847
36.60851784,830
36.62164813,824
36.63477841,878
36.64790869,927
36.66103898,884
36.67416926,858
36.68729954,811
36.70042982,869
36.71356011,855
36.72669039,866
36.73982067,885
36.75295095,866
36.76608124,900
36.77921152,864
36.7923418,850
36.80547208,868
36.81860237,871
36.83173265,826
36.84486293,766
36.85799322,864
36.8711235,855
36.88425378,844
36.89738406,824
36.91051435,840
36.92364463,828
36.93677491,874
36.94990519,879
36.96303548,828
36.97616576,828
36.98929604,839
37.00242632,834
37.01555661,835
37.02868689,831
37.04181717,851
37.05494746,832
37.06807774,876
37.08120802,831
37.0943383,845
37.10746859,877
37.12059887,839
37.13372915,845
37.14685943,811
37.15998972,816
37.17312,835
37.18625028,896
37.19938057,794
37.21251085,857
37.22564113,854
37.23877141,801
37.2519017,848
37.26503198,796
37.27816226,860
37.29129254,816
37.30442283,861
37.31755311,836
37.33068339,785
37.34381367,820
37.35694396,814
37.37007424,891
37.38320452,862
37.39633481,862
37.40946509,843
37.42259537,780
37.43572565,795
37.44885594,862
37.46198622,837
37.4751165,834
37.48824678,815
37.50137707,792
37.51450735,805
37.52763763,866
37.54076791,863
37.5538982,796
37.56702848,863
37.58015876,799
37.59328905,798
37.60641933,851
37.61954961,839
37.63267989,868
37.64581018,877
37.65894046,866
37.67207074,805
37.68520102,844
37.69833131,836
37.71146159,839
37.72459187,803
37.73772215,822
37.75085244,816
37.76398272,841
37.777113,817
37.79024329,842
37.80337357,835
37.81650385,846
37.82963413,839
37.84276442,868
37.8558947,806
37.86902498,794
37.88215526,789
37.89528555,807
37.90841583,880
37.92154611,761
37.9346764,864
37.94780668,804
37.96093696,859
37.97406724,857
37.98719753,809
38.00032781,814
38.01345809,807
38.02658837,780
38.03971866,815
38.05284894,756
38.06597922,799
38.0791095,880
38.09223979,812
38.10537007,818
38.11850035,818
38.13163064,778
38.14476092,766
38.1578912,777
38.17102148,809
38.18415177,833
38.19728205,801
38.21041233,826
38.22354261,797
38.2366729,807
38.24980318,801
38.26293346,818
38.27606374,842
38.28919403,779
38.30232431,867
38.31545459,826
38.32858488,823
38.34171516,845
38.35484544,789
38.36797572,854
38.38110601,815
38.39423629,847
38.40736657,852
38.42049685,918
38.43362714,752
38.44675742,787
38.4598877,854
38.47301798,760
38.48614827,770
38.49927855,822
38.51240883,772
38.52553912,805
38.5386694,824
38.55179968,862
38.56492996,822
38.57806025,791
38.59119053,782
38.60432081,800
38.61745109,806
38.63058138,765
38.64371166,770
38.65684194,773
38.66997223,756
38.68310251,839
38.69623279,832
38.70936307,776
38.72249336,810
38.73562364,775
38.74875392,771
38.7618842,799
38.77501449,768
38.78814477,724
38.80127505,772
38.81440533,826
38.82753562,834
38.8406659,785
38.85379618,798
38.86692647,848
38.88005675,765
38.89318703,837
38.90631731,821
38.9194476,808
38.93257788,808
38.94570816,756
38.95883844,831
38.97196873,747
38.98509901,781
38.99822929,801
39.01135957,819
39.02448986,831
39.03762014,824
39.05075042,795
39.06388071,808
39.07701099,821
39.09014127,823
39.10327155,767
39.11640184,800
39.12953212,836
39.1426624,795
39.15579268,826
39.16892297,818
39.18205325,784
39.19518353,743
39.20831381,756
39.2214441,790
39.23457438,753
39.24770466,864
39.26083495,810
39.27396523,799
39.28709551,782
39.30022579,749
39.31335608,789
39.32648636,804
39.33961664,756
39.35274692,774
39.36587721,801
39.37900749,802
39.39213777,760
39.40526805,793
39.41839834,816
39.43152862,788
39.4446589,806
39.45778919,818
39.47091947,813
39.48404975,774
39.49718003,785
39.51031032,759
39.5234406,819
39.53657088,760
39.54970116,799
39.56283145,804
39.57596173,803
39.58909201,772
39.6022223,827
39.61535258,767
39.62848286,785
39.64161314,784
39.65474343,765
39.66787371,762
39.68100399,813
39.69413427,796
39.70726456,762
39.72039484,781
39.73352512,753
39.7466554,811
39.75978569,799
39.77291597,799
39.78604625,745
39.79917654,780
39.81230682,798
39.8254371,815
39.83856738,768
39.85169767,809
39.86482795,798
39.87795823,811
39.89108851,767
39.9042188,786
39.91734908,805
39.93047936,812
39.94360964,798
39.95673993,773
39.96987021,782
39.98300049,772
39.99613078,811
40.00926106,774
40.02239134,789
40.03552162,825
40.04865191,803
40.06178219,765
40.07491247,805
40.08804275,821
40.10117304,803
40.11430332,841
40.1274336,785
40.14056388,784
40.15369417,811
40.16682445,755
40.17995473,805
40.19308502,776
40.2062153,805
40.21934558,761
40.23247586,777
40.24560615,795
40.25873643,764
40.27186671,758
40.28499699,825
40.29812728,815
40.31125756,767
40.32438784,757
40.33751813,789
40.35064841,835
40.36377869,821
40.37690897,848
40.39003926,807
40.40316954,816
40.41629982,780
40.4294301,772
40.44256039,740
40.45569067,797
40.46882095,791
40.48195123,799
40.49508152,851
40.5082118,773
40.52134208,821
40.53447237,781
40.54760265,751
40.56073293,740
40.57386321,832
40.5869935,757
40.60012378,822
40.61325406,763
40.62638434,824
40.63951463,837
40.65264491,818
40.66577519,776
40.67890547,714
40.69203576,771
40.70516604,786
40.71829632,789
40.73142661,755
40.74455689,737
40.75768717,759
40.77081745,809
40.78394774,762
40.79707802,766
40.8102083,820
40.82333858,796
40.83646887,768
40.84959915,782
40.86272943,812
40.87585971,800
40.88899,824
40.90212028,782
40.91525056,806
40.92838085,820
40.94151113,800
40.95464141,773
40.96777169,824
40.98090198,788
40.99403226,780
41.00716254,804
41.02029282,749
41.03342311,801
41.04655339,746
41.05968367,769
41.07281395,799
41.08594424,774
41.09907452,735
41.1122048,787
41.12533509,760
41.13846537,787
41.15159565,783
41.16472593,778
41.17785622,731
41.1909865,826
41.20411678,766
41.21724706,794
41.23037735,790
41.24350763,765
41.25663791,837
41.2697682,756
41.28289848,762
41.29602876,782
41.30915904,730
41.32228933,747
41.33541961,740
41.34854989,796
41.36168017,745
41.37481046,752
41.38794074,743
41.40107102,740
41.4142013,777
41.42733159,796
41.44046187,802
41.45359215,801
41.46672244,754
41.47985272,761
41.492983,785
41.50611328,747
41.51924357,782
41.53237385,747
41.54550413,777
41.55863441,782
41.5717647,764
41.58489498,774
41.59802526,782
41.61115554,764
41.62428583,827
41.63741611,787
41.65054639,773
41.66367668,750
41.67680696,810
41.68993724,756
41.70306752,755
41.71619781,760
41.72932809,759
41.74245837,788
41.75558865,738
41.76871894,756
41.78184922,749
41.7949795,750
41.80810978,795
41.82124007,849
41.83437035,772
41.84750063,796
41.86063092,771
41.8737612,783
41.88689148,809
41.90002176,786
41.91315205,772
41.92628233,796
41.93941261,825
41.95254289,842
41.96567318,817
41.97880346,729
41.99193374,794
42.00506403,811
42.01819431,738
42.03132459,772
42.04445487,772
42.05758516,717
42.07071544,753
42.08384572,800
42.096976,793
42.11010629,720
42.12323657,819
42.13636685,739
42.14949713,732
42.16262742,747
42.1757577,759
42.18888798,832
42.20201827,823
42.21514855,737
42.22827883,784
42.24140911,759
42.2545394,837
42.26766968,825
42.28079996,727
42.29393024,750
42.30706053,750
42.32019081,815
42.33332109,779
42.34645137,725
42.35958166,753
42.37271194,785
42.38584222,748
42.39897251,726
42.41210279,741
42.42523307,830
42.43836335,778
42.45149364,786
42.46462392,784
42.4777542,718
42.49088448,769
42.50401477,754
42.51714505,817
42.53027533,711
42.54340561,796
42.5565359,777
42.56966618,768
42.58279646,789
42.59592675,732
42.60905703,765
42.62218731,753
42.63531759,728
42.64844788,743
42.66157816,744
42.67470844,759
42.68783872,772
42.70096901,791
42.71409929,766
42.72722957,795
42.74035985,761
42.75349014,748
42.76662042,747
42.7797507,734
42.79288099,749
42.80601127,735
42.81914155,750
42.83227183,739
42.84540212,739
42.8585324,827
42.87166268,814
42.88479296,721
42.89792325,789
42.91105353,815
42.92418381,780
42.9373141,748
42.95044438,789
42.96357466,751
42.97670494,789
42.98983523,754
43.00296551,748
43.01609579,723
43.02922607,765
43.04235636,751
43.05548664,786
43.06861692,735
43.0817472,736
43.09487749,757
43.10800777,752
43.12113805,771
43.13426834,707
43.14739862,713
43.1605289,791
43.17365918,755
43.18678947,775
43.19991975,800
43.21305003,773
43.22618031,774
43.2393106,794
43.25244088,747
43.26557116,714
43.27870144,715
43.29183173,788
43.30496201,761
43.31809229,699
43.33122258,769
43.34435286,733
43.35748314,768
43.37061342,787
43.38374371,779
43.39687399,781
43.41000427,725
43.42313455,749
43.43626484,746
43.44939512,764
43.4625254,755
43.47565568,758
43.48878597,747
43.50191625,760
43.51504653,788
43.52817682,745
43.5413071,733
43.55443738,693
43.56756766,748
43.58069795,772
43.59382823,765
43.60695851,724
43.62008879,721
43.63321908,776
43.64634936,751
43.65947964,792
43.67260993,767
43.68574021,731
43.69887049,741
43.71200077,771
43.72513106,758
43.73826134,753
43.75139162,776
43.7645219,695
43.77765219,736
43.79078247,800
43.80391275,751
43.81704303,725
43.83017332,735
43.8433036,758
43.85643388,777
43.86956417,743
43.88269445,779
43.89582473,721
43.90895501,717
43.9220853,751
43.93521558,744
43.94834586,729
43.96147614,726
43.97460643,748
43.98773671,779
44.00086699,728
44.01399727,762
44.02712756,759
44.04025784,730
44.05338812,695
44.06651841,728
44.07964869,782
44.09277897,762
44.10590925,766
44.11903954,774
44.13216982,720
44.1453001,723
44.15843038,712
44.17156067,752
44.18469095,709
44.19782123,750
44.21095151,774
44.2240818,789
44.23721208,751
44.25034236,771
44.26347265,763
44.27660293,818
44.28973321,774
44.30286349,744
44.31599378,674
44.32912406,681
44.34225434,755
44.35538462,774
44.36851491,758
44.38164519,747
44.39477547,715
44.40790575,735
44.42103604,674
44.43416632,754
44.4472966,729
44.46042689,789
44.47355717,756
44.48668745,720
44.49981773,753
44.51294802,747
44.5260783,720
44.53920858,715
44.55233886,742
44.56546915,710
44.57859943,730
44.59172971,718
44.60486,710
44.61799028,756
44.63112056,726
44.64425084,747
44.65738113,754
44.67051141,715
44.68364169,740
44.69677197,735
44.70990226,731
44.72303254,712
44.73616282,724
44.7492931,709
44.76242339,744
44.77555367,737
44.78868395,703
44.80181424,727
44.81494452,727
44.8280748,766
44.84120508,755
44.85433537,751
44.86746565,686
44.88059593,687
44.89372621,745
44.9068565,725
44.91998678,773
44.93311706,708
44.94624734,734
44.95937763,740
44.97250791,745
44.98563819,725
44.99876848,693
45.01189876,759
45.02502904,730
45.03815932,765
45.05128961,768
45.06441989,773
45.07755017,754
45.09068045,695
45.10381074,722
45.11694102,760
45.1300713,687
45.14320158,695
45.15633187,703
45.16946215,720
45.18259243,751
45.19572272,727
45.208853,739
45.22198328,691
45.23511356,745
45.24824385,688
45.26137413,723
45.27450441,712
45.28763469,678
45.30076498,724
45.31389526,670
45.32702554,718
45.34015583,745
45.35328611,769
45.36641639,743
45.37954667,714
45.39267696,744
45.40580724,733
45.41893752,754
45.4320678,743
45.44519809,746
45.45832837,739
45.47145865,735
45.48458893,718
45.49771922,693
45.5108495,681
45.52397978,767
45.53711007,730
45.55024035,691
45.56337063,742
45.57650091,710
45.5896312,725
45.60276148,751
45.61589176,735
45.62902204,709
45.64215233,719
45.65528261,719
45.66841289,814
45.68154317,734
45.69467346,757
45.70780374,736
45.72093402,718
45.73406431,715
45.74719459,693
45.76032487,716
45.77345515,714
45.78658544,746
45.79971572,716
45.812846,716
45.82597628,745
45.83910657,704
45.85223685,706
45.86536713,704
45.87849741,734
45.8916277,758
45.90475798,676
45.91788826,735
45.93101855,686
45.94414883,739
45.95727911,657
45.97040939,743
45.98353968,748
45.99666996,726
46.00980024,726
46.02293052,659
46.03606081,736
46.04919109,745
46.06232137,711
46.07545165,757
46.08858194,708
46.10171222,733
46.1148425,691
46.12797279,748
46.14110307,705
46.15423335,714
46.16736363,739
46.18049392,746
46.1936242,670
46.20675448,728
46.21988476,762
46.23301505,775
46.24614533,709
46.25927561,756
46.2724059,718
46.28553618,671
46.29866646,693
46.31179674,657
46.32492703,772
46.33805731,723
46.35118759,689
46.36431787,663
46.37744816,739
46.39057844,722
46.40370872,714
46.416839,709
46.42996929,701
46.44309957,743
46.45622985,694
46.46936014,705
46.48249042,684
46.4956207,674
46.50875098,760
46.52188127,718
46.53501155,715
46.54814183,682
46.56127211,694
46.5744024,741
46.58753268,784
46.60066296,709
46.61379324,723
46.62692353,670
46.64005381,712
46.65318409,731
46.66631438,737
46.67944466,742
46.69257494,702
46.70570522,724
46.71883551,690
46.73196579,748
46.74509607,670
46.75822635,706
46.77135664,723
46.78448692,700
46.7976172,747
46.81074748,733
46.82387777,746
46.83700805,690
46.85013833,693
46.86326862,686
46.8763989,686
46.88952918,701
46.90265946,724
46.91578975,689
46.92892003,678
46.94205031,666
46.95518059,672
46.96831088,657
46.98144116,741
46.99457144,689
47.00770173,738
47.02083201,717
47.03396229,714
47.04709257,650
47.06022286,707
47.07335314,663
47.08648342,770
47.0996137,687
47.11274399,686
47.12587427,732
47.13900455,713
47.15213483,696
47.16526512,718
47.1783954,700
47.19152568,714
47.20465597,771
47.21778625,744
47.23091653,693
47.24404681,725
47.2571771,675
47.27030738,696
47.28343766,748
47.29656794,708
47.30969823,690
47.32282851,669
47.33595879,759
47.34908907,788
47.36221936,744
47.37534964,698
47.38847992,740
47.40161021,682
47.41474049,737
47.42787077,755
47.44100105,727
47.45413134,682
47.46726162,708
47.4803919,699
47.49352218,692
47.50665247,688
47.51978275,733
47.53291303,656
47.54604331,719
47.5591736,712
47.57230388,711
47.58543416,700
47.59856445,697
47.61169473,748
47.62482501,714
47.63795529,709
47.65108558,725
47.66421586,668
47.67734614,669
47.69047642,707
47.70360671,646
47.71673699,714
47.72986727,674
47.74299756,672
47.75612784,680
47.76925812,732
47.7823884,674
47.79551869,735
47.80864897,705
47.82177925,681
47.83490953,681
47.84803982,633
47.8611701,670
47.87430038,686
47.88743066,718
47.90056095,724
47.91369123,700
47.92682151,667
47.9399518,718
47.95308208,695
47.96621236,720
47.97934264,677
47.99247293,751
48.00560321,704
48.01873349,664
48.03186377,710
48.04499406,728
48.05812434,711
48.07125462,697
48.0843849,690
48.09751519,675
48.11064547,726
48.12377575,707
48.13690604,732
48.15003632,727
48.1631666,710
48.17629688,732
48.18942717,709
48.20255745,682
48.21568773,663
48.22881801,698
48.2419483,723
48.25507858,701
48.26820886,690
48.28133914,740
48.29446943,699
48.30759971,709
48.32072999,693
48.33386028,734
48.34699056,695
48.36012084,721
48.37325112,697
48.38638141,698
48.39951169,710
48.41264197,649
48.42577225,683
48.43890254,748
48.45203282,715
48.4651631,731
48.47829338,663
48.49142367,688
48.50455395,710
48.51768423,738
48.53081452,692
48.5439448,720
48.55707508,668
48.57020536,676
48.58333565,676
48.59646593,696
48.60959621,714
48.62272649,691
48.63585678,622
48.64898706,713
48.66211734,711
48.67524763,686
48.68837791,699
48.70150819,731
48.71463847,706
48.72776876,660
48.74089904,735
48.75402932,677
48.7671596,707
48.78028989,681
48.79342017,699
48.80655045,734
48.81968073,713
48.83281102,686
48.8459413,665
48.85907158,691
48.87220187,684
48.88533215,703
48.89846243,716
48.91159271,693
48.924723,689
48.93785328,682
48.95098356,676
48.96411384,680
48.97724413,669
48.99037441,686
49.00350469,703
49.01663497,688
49.02976526,684
49.04289554,716
49.05602582,697
49.06915611,671
49.08228639,656
49.09541667,645
49.10854695,644
49.12167724,707
49.13480752,650
49.1479378,695
49.16106808,668
49.17419837,670
49.18732865,693
49.20045893,670
49.21358921,685
49.2267195,712
49.23984978,623
49.25298006,665
49.26611035,643
49.27924063,658
49.29237091,672
49.30550119,640
49.31863148,691
49.33176176,675
49.34489204,707
49.35802232,702
49.37115261,666
49.38428289,637
49.39741317,637
49.41054346,684
49.42367374,690
49.43680402,672
49.4499343,691
49.46306459,719
49.47619487,695
49.48932515,662
49.50245543,725
49.51558572,671
49.528716,663
49.54184628,664
49.55497656,671
49.56810685,655
49.58123713,611
49.59436741,710
49.6074977,662
49.62062798,622
49.63375826,698
49.64688854,672
49.66001883,693
49.67314911,662
49.68627939,646
49.69940967,663
49.71253996,676
49.72567024,680
49.73880052,675
49.7519308,636
49.76506109,675
49.77819137,695
49.79132165,677
49.80445194,694
49.81758222,663
49.8307125,690
49.84384278,656
49.85697307,672
49.87010335,689
49.88323363,649
49.89636391,661
49.9094942,653
49.92262448,706
49.93575476,674
49.94888504,672
49.96201533,650
49.97514561,722
49.98827589,635
50.00140618,701
50.01453646,702
50.02766674,654
50.04079702,657
50.05392731,699
50.06705759,700
50.08018787,647
50.09331815,678
50.10644844,681
50.11957872,705
50.132709,707
50.14583928,660
50.15896957,670
50.17209985,700
50.18523013,692
50.19836042,711
50.2114907,734
50.22462098,643
50.23775126,656
50.25088155,710
50.26401183,718
50.27714211,625
50.29027239,678
50.30340268,649
50.31653296,690
50.32966324,715
50.34279353,670
50.35592381,660
50.36905409,659
50.38218437,665
50.39531466,664
50.40844494,631
50.42157522,717
50.4347055,666
50.44783579,676
50.46096607,688
50.47409635,646
50.48722663,683
50.50035692,654
50.5134872,678
50.52661748,654
50.53974777,655
50.55287805,638
50.56600833,709
50.57913861,682
50.5922689,662
50.60539918,651
50.61852946,616
50.63165974,637
50.64479003,678
50.65792031,626
50.67105059,693
50.68418087,684
50.69731116,654
50.71044144,652
50.72357172,698
50.73670201,638
50.74983229,670
50.76296257,664
50.77609285,666
50.78922314,674
50.80235342,690
50.8154837,686
50.82861398,676
50.84174427,657
50.85487455,666
50.86800483,677
50.88113511,658
50.8942654,682
50.90739568,675
50.92052596,658
50.93365625,659
50.94678653,635
50.95991681,653
50.97304709,640
50.98617738,705
50.99930766,642
51.01243794,688
51.02556822,650
51.03869851,656
51.05182879,657
51.06495907,613
51.07808936,678
51.09121964,674
51.10434992,694
51.1174802,666
51.13061049,623
51.14374077,657
51.15687105,725
51.17000133,655
51.18313162,698
51.1962619,642
51.20939218,658
51.22252246,672
51.23565275,674
51.24878303,672
51.26191331,669
51.2750436,651
51.28817388,653
51.30130416,700
51.31443444,676
51.32756473,656
51.34069501,677
51.35382529,672
51.36695557,653
51.38008586,644
51.39321614,660
51.40634642,681
51.4194767,665
51.43260699,677
51.44573727,656
51.45886755,678
51.47199784,662
51.48512812,666
51.4982584,663
51.51138868,682
51.52451897,703
51.53764925,687
51.55077953,657
51.56390981,650
51.5770401,628
51.59017038,616
51.60330066,673
51.61643094,628
51.62956123,699
51.64269151,654
51.65582179,653
51.66895208,651
51.68208236,698
51.69521264,685
51.70834292,669
51.72147321,619
51.73460349,627
51.74773377,634
51.76086405,644
51.77399434,634
51.78712462,648
51.8002549,601
51.81338518,705
51.82651547,669
51.83964575,703
51.85277603,646
51.86590632,707
51.8790366,676
51.89216688,651
51.90529716,654
51.91842745,677
51.93155773,693
51.94468801,651
51.95781829,665
51.97094858,611
51.98407886,656
51.99720914,668
52.01033943,627
52.02346971,634
52.03659999,665
52.04973027,644
52.06286056,662
52.07599084,683
52.08912112,695
52.1022514,720
52.11538169,711
52.12851197,667
52.14164225,664
52.15477253,655
52.16790282,660
52.1810331,636
52.19416338,697
52.20729367,636
52.22042395,662
52.23355423,747
52.24668451,679
52.2598148,657
52.27294508,684
52.28607536,684
52.29920564,645
52.31233593,661
52.32546621,666
52.33859649,610
52.35172677,691
52.36485706,684
52.37798734,693
52.39111762,725
52.40424791,631
52.41737819,631
52.43050847,659
52.44363875,712
52.45676904,627
52.46989932,660
52.4830296,676
52.49615988,653
52.50929017,603
52.52242045,674
52.53555073,635
52.54868101,678
52.5618113,689
52.57494158,618
52.58807186,644
52.60120215,669
52.61433243,604
52.62746271,635
52.64059299,661
52.65372328,618
52.66685356,600
52.67998384,689
52.69311412,635
52.70624441,631
52.71937469,669
52.73250497,630
52.74563526,618
52.75876554,718
52.77189582,627
52.7850261,600
52.79815639,675
52.81128667,630
52.82441695,645
52.83754723,758
52.85067752,616
52.8638078,622
52.87693808,581
52.89006836,621
52.90319865,599
52.91632893,663
52.92945921,659
52.9425895,702
