Angle,Intensity
19.97244969,1362
19.98557998,1369
19.99871026,1347
20.01184054,1377
20.02497082,1392
20.03810111,1324
20.05123139,1320
20.06436167,1435
20.07749195,1311
20.09062224,1343
20.10375252,1386
20.1168828,1365
20.13001308,1367
20.14314337,1310
20.15627365,1343
20.16940393,1338
20.18253422,1346
20.1956645,1289
20.20879478,1304
20.22192506,1402
20.23505535,1347
20.24818563,1339
20.26131591,1394
20.27444619,1346
20.28757648,1339
20.30070676,1367
20.31383704,1327
20.32696732,1377
20.34009761,1347
20.35322789,1350
20.36635817,1359
20.37948846,1331
20.39261874,1381
20.40574902,1339
20.4188793,1333
20.43200959,1285
20.44513987,1316
20.45827015,1383
20.47140043,1394
20.48453072,1293
20.497661,1361
20.51079128,1278
20.52392157,1284
20.53705185,1302
20.55018213,1358
20.56331241,1386
20.5764427,1333
20.58957298,1366
20.60270326,1354
20.61583354,1310
20.62896383,1393
20.64209411,1288
20.65522439,1324
20.66835467,1290
20.68148496,1305
20.69461524,1380
20.70774552,1331
20.72087581,1353
20.73400609,1311
20.74713637,1312
20.76026665,1265
20.77339694,1354
20.78652722,1398
20.7996575,1363
20.81278778,1341
20.82591807,1343
20.83904835,1317
20.85217863,1374
20.86530891,1269
20.8784392,1382
20.89156948,1307
20.90469976,1357
20.91783005,1351
20.93096033,1346
20.94409061,1284
20.95722089,1297
20.97035118,1287
20.98348146,1286
20.99661174,1296
21.00974202,1310
21.02287231,1311
21.03600259,1352
21.04913287,1340
21.06226315,1325
21.07539344,1331
21.08852372,1270
21.101654,1361
21.11478429,1315
21.12791457,1366
21.14104485,1412
21.15417513,1277
21.16730542,1257
21.1804357,1292
21.19356598,1354
21.20669626,1302
21.21982655,1322
21.23295683,1314
21.24608711,1376
21.25921739,1352
21.27234768,1315
21.28547796,1274
21.29860824,1329
21.31173853,1347
21.32486881,1322
21.33799909,1312
21.35112937,1329
21.36425966,1351
21.37738994,1269
21.39052022,1287
21.4036505,1382
21.41678079,1349
21.42991107,1359
21.44304135,1318
21.45617164,1333
21.46930192,1350
21.4824322,1276
21.49556248,1263
21.50869277,1359
21.52182305,1348
21.53495333,1261
21.54808361,1306
21.5612139,1346
21.57434418,1299
21.58747446,1354
21.60060474,1330
21.61373503,1290
21.62686531,1393
21.63999559,1306
21.65312588,1288
21.66625616,1331
21.67938644,1291
21.69251672,1333
21.70564701,1374
21.71877729,1315
21.73190757,1350
21.74503785,1412
21.75816814,1283
21.77129842,1258
21.7844287,1246
21.79755898,1330
21.81068927,1359
21.82381955,1345
21.83694983,1383
21.85008012,1324
21.8632104,1408
21.87634068,1289
21.88947096,1310
21.90260125,1270
21.91573153,1343
21.92886181,1393
21.94199209,1370
21.95512238,1263
21.96825266,1303
21.98138294,1323
21.99451322,1282
22.00764351,1265
22.02077379,1294
22.03390407,1314
22.04703436,1279
22.06016464,1358
22.07329492,1328
22.0864252,1299
22.09955549,1390
22.11268577,1313
22.12581605,1327
22.13894633,1326
22.15207662,1270
22.1652069,1290
22.17833718,1324
22.19146747,1367
22.20459775,1337
22.21772803,1227
22.23085831,1308
22.2439886,1313
22.25711888,1297
22.27024916,1309
22.28337944,1362
22.29650973,1321
22.30964001,1299
22.32277029,1290
22.33590057,1284
22.34903086,1348
22.36216114,1263
22.37529142,1262
22.38842171,1254
22.40155199,1280
22.41468227,1333
22.42781255,1316
22.44094284,1372
22.45407312,1291
22.4672034,1296
22.48033368,1354
22.49346397,1266
22.50659425,1253
22.51972453,1326
22.53285481,1299
22.5459851,1288
22.55911538,1269
22.57224566,1309
22.58537595,1222
22.59850623,1343
22.61163651,1307
22.62476679,1250
22.63789708,1282
22.65102736,1331
22.66415764,1299
22.67728792,1331
22.69041821,1266
22.70354849,1316
22.71667877,1304
22.72980905,1270
22.74293934,1311
22.75606962,1334
22.7691999,1288
22.78233019,1325
22.79546047,1238
22.80859075,1338
22.82172103,1284
22.83485132,1305
22.8479816,1317
22.86111188,1328
22.87424216,1266
22.88737245,1294
22.90050273,1245
22.91363301,1214
22.92676329,1256
22.93989358,1334
22.95302386,1270
22.96615414,1256
22.97928443,1236
22.99241471,1221
23.00554499,1236
23.01867527,1249
23.03180556,1318
23.04493584,1296
23.05806612,1272
23.0711964,1304
23.08432669,1218
23.09745697,1250
23.11058725,1283
23.12371754,1313
23.13684782,1268
23.1499781,1283
23.16310838,1301
23.17623867,1307
23.18936895,1241
23.20249923,1360
23.21562951,1324
23.2287598,1311
23.24189008,1268
23.25502036,1243
23.26815064,1253
23.28128093,1292
23.29441121,1310
23.30754149,1258
23.32067178,1174
23.33380206,1267
23.34693234,1304
23.36006262,1237
23.37319291,1254
23.38632319,1317
23.39945347,1305
23.41258375,1279
23.42571404,1264
23.43884432,1261
23.4519746,1281
23.46510488,1310
23.47823517,1252
23.49136545,1226
23.50449573,1304
23.51762602,1275
23.5307563,1235
23.54388658,1301
23.55701686,1317
23.57014715,1301
23.58327743,1288
23.59640771,1260
23.60953799,1278
23.62266828,1252
23.63579856,1270
23.64892884,1266
23.66205912,1267
23.67518941,1296
23.68831969,1268
23.70144997,1184
23.71458026,1300
23.72771054,1310
23.74084082,1295
23.7539711,1250
23.76710139,1275
23.78023167,1248
23.79336195,1287
23.80649223,1252
23.81962252,1307
23.8327528,1224
23.84588308,1169
23.85901337,1213
23.87214365,1315
23.88527393,1235
23.89840421,1268
23.9115345,1255
23.92466478,1254
23.93779506,1282
23.95092534,1281
23.96405563,1325
23.97718591,1200
23.99031619,1250
24.00344647,1269
24.01657676,1260
24.02970704,1181
24.04283732,1297
24.05596761,1254
24.06909789,1292
24.08222817,1299
24.09535845,1311
24.10848874,1286
24.12161902,1317
24.1347493,1269
24.14787958,1299
24.16100987,1269
24.17414015,1258
24.18727043,1271
24.20040071,1235
24.213531,1234
24.22666128,1260
24.23979156,1247
24.25292185,1292
24.26605213,1250
24.27918241,1233
24.29231269,1312
24.30544298,1245
24.31857326,1240
24.33170354,1213
24.34483382,1242
24.35796411,1231
24.37109439,1257
24.38422467,1217
24.39735495,1231
24.41048524,1241
24.42361552,1209
24.4367458,1268
24.44987609,1247
24.46300637,1283
24.47613665,1264
24.48926693,1189
24.50239722,1259
24.5155275,1303
24.52865778,1233
24.54178806,1228
24.55491835,1248
24.56804863,1272
24.58117891,1289
24.59430919,1327
24.60743948,1224
24.62056976,1269
24.63370004,1306
24.64683033,1230
24.65996061,1251
24.67309089,1282
24.68622117,1225
24.69935146,1303
24.71248174,1257
24.72561202,1250
24.7387423,1301
24.75187259,1214
24.76500287,1228
24.77813315,1217
24.79126344,1271
24.80439372,1254
24.817524,1182
24.83065428,1172
24.84378457,1274
24.85691485,1264
24.87004513,1254
24.88317541,1242
24.8963057,1235
24.90943598,1312
24.92256626,1257
24.93569654,1279
24.94882683,1211
24.96195711,1193
24.97508739,1216
24.98821768,1229
25.00134796,1272
25.01447824,1240
25.02760852,1232
25.04073881,1252
25.05386909,1322
25.06699937,1247
25.08012965,1192
25.09325994,1203
25.10639022,1207
25.1195205,1252
25.13265078,1167
25.14578107,1206
25.15891135,1250
25.17204163,1230
25.18517192,1230
25.1983022,1227
25.21143248,1197
25.22456276,1234
25.23769305,1246
25.25082333,1196
25.26395361,1225
25.27708389,1226
25.29021418,1157
25.30334446,1281
25.31647474,1270
25.32960502,1293
25.34273531,1227
25.35586559,1207
25.36899587,1219
25.38212616,1244
25.39525644,1240
25.40838672,1209
25.421517,1222
25.43464729,1242
25.44777757,1247
25.46090785,1249
25.47403813,1260
25.48716842,1213
25.5002987,1223
25.51342898,1268
25.52655927,1257
25.53968955,1229
25.55281983,1153
25.56595011,1253
25.5790804,1211
25.59221068,1255
25.60534096,1253
25.61847124,1223
25.63160153,1226
25.64473181,1202
25.65786209,1231
25.67099237,1218
25.68412266,1197
25.69725294,1254
25.71038322,1196
25.72351351,1220
25.73664379,1234
25.74977407,1268
25.76290435,1218
25.77603464,1258
25.78916492,1310
25.8022952,1197
25.81542548,1216
25.82855577,1207
25.84168605,1241
25.85481633,1193
25.86794661,1236
25.8810769,1271
25.89420718,1209
25.90733746,1234
25.92046775,1288
25.93359803,1249
25.94672831,1233
25.95985859,1244
25.97298888,1191
25.98611916,1228
25.99924944,1153
26.01237972,1253
26.02551001,1258
26.03864029,1196
26.05177057,1228
26.06490085,1273
26.07803114,1167
26.09116142,1258
26.1042917,1201
26.11742199,1265
26.13055227,1228
26.14368255,1202
26.15681283,1178
26.16994312,1207
26.1830734,1247
26.19620368,1181
26.20933396,1234
26.22246425,1224
26.23559453,1198
26.24872481,1227
26.26185509,1170
26.27498538,1227
26.28811566,1222
26.30124594,1198
26.31437623,1207
26.32750651,1262
26.34063679,1187
26.35376707,1184
26.36689736,1223
26.38002764,1277
26.39315792,1211
26.4062882,1171
26.41941849,1213
26.43254877,1254
26.44567905,1227
26.45880934,1181
26.47193962,1268
26.4850699,1214
26.49820018,1246
26.51133047,1231
26.52446075,1140
26.53759103,1198
26.55072131,1205
26.5638516,1253
26.57698188,1246
26.59011216,1226
26.60324244,1187
26.61637273,1213
26.62950301,1172
26.64263329,1241
26.65576358,1231
26.66889386,1200
26.68202414,1252
26.69515442,1192
26.70828471,1200
26.72141499,1197
26.73454527,1192
26.74767555,1215
26.76080584,1221
26.77393612,1189
26.7870664,1168
26.80019668,1238
26.81332697,1141
26.82645725,1198
26.83958753,1216
26.85271782,1226
26.8658481,1169
26.87897838,1144
26.89210866,1261
26.90523895,1232
26.91836923,1158
26.93149951,1212
26.94462979,1173
26.95776008,1243
26.97089036,1234
26.98402064,1186
26.99715092,1239
27.01028121,1211
27.02341149,1194
27.03654177,1223
27.04967206,1180
27.06280234,1238
27.07593262,1263
27.0890629,1165
27.10219319,1175
27.11532347,1183
27.12845375,1183
27.14158403,1167
27.15471432,1192
27.1678446,1197
27.18097488,1241
27.19410517,1228
27.20723545,1163
27.22036573,1214
27.23349601,1270
27.2466263,1254
27.25975658,1170
27.27288686,1139
27.28601714,1210
27.29914743,1236
27.31227771,1179
27.32540799,1206
27.33853827,1223
27.35166856,1195
27.36479884,1140
27.37792912,1138
27.39105941,1223
27.40418969,1164
27.41731997,1230
27.43045025,1118
27.44358054,1179
27.45671082,1211
27.4698411,1139
27.48297138,1191
27.49610167,1205
27.50923195,1162
27.52236223,1178
27.53549251,1217
27.5486228,1216
27.56175308,1194
27.57488336,1180
27.58801365,1250
27.60114393,1234
27.61427421,1152
27.62740449,1202
27.64053478,1243
27.65366506,1220
27.66679534,1183
27.67992562,1179
27.69305591,1233
27.70618619,1250
27.71931647,1258
27.73244675,1198
27.74557704,1228
27.75870732,1214
27.7718376,1195
27.78496789,1196
27.79809817,1191
27.81122845,1217
27.82435873,1185
27.83748902,1182
27.8506193,1252
27.86374958,1159
27.87687986,1234
27.89001015,1207
27.90314043,1174
27.91627071,1228
27.92940099,1203
27.94253128,1151
27.95566156,1194
27.96879184,1148
27.98192213,1179
27.99505241,1145
28.00818269,1192
28.02131297,1150
28.03444326,1205
28.04757354,1166
28.06070382,1212
28.0738341,1187
28.08696439,1159
28.10009467,1140
28.11322495,1141
28.12635524,1153
28.13948552,1107
28.1526158,1209
28.16574608,1186
28.17887637,1229
28.19200665,1193
28.20513693,1164
28.21826721,1162
28.2313975,1188
28.24452778,1170
28.25765806,1137
28.27078834,1201
28.28391863,1132
28.29704891,1243
28.31017919,1151
28.32330948,1160
28.33643976,1191
28.34957004,1174
28.36270032,1219
28.37583061,1203
28.38896089,1211
28.40209117,1168
28.41522145,1201
28.42835174,1159
28.44148202,1202
28.4546123,1151
28.46774258,1143
28.48087287,1142
28.49400315,1169
28.50713343,1206
28.52026372,1190
28.533394,1165
28.54652428,1178
28.55965456,1136
28.57278485,1196
28.58591513,1143
28.59904541,1177
28.61217569,1191
28.62530598,1221
28.63843626,1140
28.65156654,1140
28.66469682,1203
28.67782711,1228
28.69095739,1162
28.70408767,1196
28.71721796,1233
28.73034824,1153
28.74347852,1173
28.7566088,1187
28.76973909,1189
28.78286937,1144
28.79599965,1200
28.80912993,1183
28.82226022,1229
28.8353905,1147
28.84852078,1170
28.86165107,1171
28.87478135,1232
28.88791163,1158
28.90104191,1170
28.9141722,1177
28.92730248,1173
28.94043276,1174
28.95356304,1140
28.96669333,1102
28.97982361,1225
28.99295389,1149
29.00608417,1169
29.01921446,1174
29.03234474,1199
29.04547502,1189
29.05860531,1188
29.07173559,1152
29.08486587,1214
29.09799615,1159
29.11112644,1133
29.12425672,1178
29.137387,1180
29.15051728,1211
29.16364757,1124
29.17677785,1106
29.18990813,1178
29.20303841,1154
29.2161687,1144
29.22929898,1188
29.24242926,1131
29.25555955,1106
29.26868983,1177
29.28182011,1126
29.29495039,1147
29.30808068,1093
29.32121096,1130
29.33434124,1137
29.34747152,1167
29.36060181,1167
29.37373209,1115
29.38686237,1164
29.39999265,1110
29.41312294,1164
29.42625322,1183
29.4393835,1140
29.45251379,1086
29.46564407,1136
29.47877435,1122
29.49190463,1214
29.50503492,1104
29.5181652,1132
29.53129548,1112
29.54442576,1203
29.55755605,1172
29.57068633,1150
29.58381661,1156
29.5969469,1165
29.61007718,1217
29.62320746,1120
29.63633774,1166
29.64946803,1109
29.66259831,1161
29.67572859,1141
29.68885887,1111
29.70198916,1128
29.71511944,1168
29.72824972,1106
29.74138,1114
29.75451029,1134
29.76764057,1184
29.78077085,1183
29.79390114,1158
29.80703142,1140
29.8201617,1168
29.83329198,1108
29.84642227,1152
29.85955255,1108
29.87268283,1141
29.88581311,1154
29.8989434,1126
29.91207368,1147
29.92520396,1178
29.93833424,1162
29.95146453,1093
29.96459481,1226
29.97772509,1133
29.99085538,1167
30.00398566,1093
30.01711594,1110
30.03024622,1162
30.04337651,1151
30.05650679,1170
30.06963707,1155
30.08276735,1156
30.09589764,1164
30.10902792,1139
30.1221582,1188
30.13528848,1159
30.14841877,1085
30.16154905,1125
30.17467933,1139
30.18780962,1121
30.2009399,1147
30.21407018,1123
30.22720046,1179
30.24033075,1169
30.25346103,1063
30.26659131,1116
30.27972159,1085
30.29285188,1140
30.30598216,1148
30.31911244,1141
30.33224272,1117
30.34537301,1140
30.35850329,1135
